Feature
1,ENSG00000187823
2,ENSG00000196368
3,ENSG00000177994
4,ENSG00000144681
5,ENSG00000183631
6,ENSG00000188803
7,ENSG00000214140
8,ENSG00000175344
9,ENSG00000172318
10,ENSG00000088002
11,ENSG00000148153
12,ENSG00000179603
13,ENSG00000110881
14,ENSG00000141748
15,ENSG00000182732
16,ENSG00000164185
17,ENSG00000180697
18,ENSG00000164241
19,ENSG00000161973
20,ENSG00000134207
21,ENSG00000196900
22,ENSG00000100721
23,ENSG00000168843
24,ENSG00000120055
25,ENSG00000211779
26,ENSG00000163462
27,ENSG00000143839
28,ENSG00000273777
29,ENSG00000168158
30,ENSG00000219435
31,ENSG00000167355
32,ENSG00000072315
33,ENSG00000139734
34,ENSG00000186472
35,ENSG00000146469
36,ENSG00000135517
37,ENSG00000133878
38,ENSG00000226660
39,ENSG00000100373
40,ENSG00000184155
41,ENSG00000007402
42,ENSG00000215277
43,ENSG00000211834
44,ENSG00000169402
45,ENSG00000260903
46,ENSG00000159251
47,ENSG00000150045
48,ENSG00000159173
49,ENSG00000173809
50,ENSG00000073282
51,ENSG00000105255
52,ENSG00000183784
53,ENSG00000075429
54,ENSG00000134020
55,ENSG00000158077
56,ENSG00000196335
57,ENSG00000277556
58,ENSG00000206102
59,ENSG00000188176
60,ENSG00000283980
61,ENSG00000211890
62,ENSG00000106278
63,ENSG00000188739
64,ENSG00000230778
65,ENSG00000183248
66,ENSG00000173930
67,ENSG00000138161
68,ENSG00000146005
69,ENSG00000146856
70,ENSG00000007216
71,ENSG00000042781
72,ENSG00000109158
73,ENSG00000284491
74,ENSG00000102385
75,ENSG00000167780
76,ENSG00000070915
77,ENSG00000270379
78,ENSG00000117281
79,ENSG00000173338
80,ENSG00000159650
81,ENSG00000138769
82,ENSG00000172717
83,ENSG00000170075
84,ENSG00000108515
85,ENSG00000181408
86,ENSG00000130203
87,ENSG00000156256
88,ENSG00000167323
89,ENSG00000115446
90,ENSG00000085872
91,ENSG00000203870
92,ENSG00000186806
93,ENSG00000198400
94,ENSG00000233493
95,ENSG00000116005
96,ENSG00000166710
97,ENSG00000166349
98,ENSG00000150991
99,ENSG00000065000
100,ENSG00000106018
101,ENSG00000167676
102,ENSG00000125730
103,ENSG00000159403
104,ENSG00000158874
105,ENSG00000138615
106,ENSG00000171557
107,ENSG00000125798
108,ENSG00000164830
109,ENSG00000187555
110,ENSG00000074276
111,ENSG00000130208
112,ENSG00000198176
113,ENSG00000160868
114,ENSG00000257017
115,ENSG00000167759
116,ENSG00000197296
117,ENSG00000171560
118,ENSG00000087086
119,ENSG00000171564
120,ENSG00000155970
121,ENSG00000113645
122,ENSG00000135525
123,ENSG00000143614
124,ENSG00000109072
125,ENSG00000142661
126,ENSG00000197249
127,ENSG00000069020
128,ENSG00000136839
129,ENSG00000188050
130,ENSG00000243649
131,ENSG00000077312
132,ENSG00000142089
133,ENSG00000114770
134,ENSG00000077232
135,ENSG00000163631
136,ENSG00000234906
137,ENSG00000229314
138,ENSG00000110046
139,ENSG00000106609
140,ENSG00000177453
141,ENSG00000138750
142,ENSG00000127314
143,ENSG00000164209
144,ENSG00000106927
145,ENSG00000171163
146,ENSG00000110245
147,ENSG00000151287
148,ENSG00000015520
149,ENSG00000164161
150,ENSG00000169062
151,ENSG00000145192
152,ENSG00000164749
153,ENSG00000130589
154,ENSG00000022840
155,ENSG00000103852
156,ENSG00000136628
157,ENSG00000170608
158,ENSG00000106443
159,ENSG00000124383
160,ENSG00000182326
161,ENSG00000250799
162,ENSG00000063322
163,ENSG00000084674
164,ENSG00000169085
165,ENSG00000075624
166,ENSG00000165526
167,ENSG00000014164
168,ENSG00000118137
169,ENSG00000004059
170,ENSG00000052344
171,ENSG00000234469
172,ENSG00000120885
173,ENSG00000005844
174,ENSG00000148426
175,ENSG00000173264
176,ENSG00000104660
177,ENSG00000104047
178,ENSG00000164168
179,ENSG00000140264
180,ENSG00000139915
181,ENSG00000173889
182,ENSG00000085365
183,ENSG00000077684
184,ENSG00000268655
185,ENSG00000130545
186,ENSG00000110042
187,ENSG00000243749
188,ENSG00000113905
189,ENSG00000178301
190,ENSG00000125675
191,ENSG00000149131
192,ENSG00000167881
193,ENSG00000102531
194,ENSG00000170615
195,ENSG00000055917
196,ENSG00000144791
197,ENSG00000198356
198,ENSG00000163382
199,ENSG00000115267
200,ENSG00000147003
201,ENSG00000143457
202,ENSG00000197912
203,ENSG00000106993
204,ENSG00000038295
205,ENSG00000178234
206,ENSG00000178685
207,ENSG00000124562
208,ENSG00000119431
209,ENSG00000166833
210,ENSG00000083223
211,ENSG00000135211
212,ENSG00000140465
213,ENSG00000003147
214,ENSG00000093000
215,ENSG00000161011
216,ENSG00000185507
217,ENSG00000073417
218,ENSG00000081320
219,ENSG00000161021
220,ENSG00000138207
221,ENSG00000213995
222,ENSG00000261949
223,ENSG00000133678
224,ENSG00000135111
225,ENSG00000183826
226,ENSG00000205542
227,ENSG00000204335
228,ENSG00000116667
229,ENSG00000143036
230,ENSG00000168813
231,ENSG00000158882
232,ENSG00000205864
233,ENSG00000108055
234,ENSG00000197977
235,ENSG00000000971
236,ENSG00000155508
237,ENSG00000203952
238,ENSG00000145321
239,ENSG00000154328
240,ENSG00000108518
241,ENSG00000250722
242,ENSG00000178795
243,ENSG00000163453
244,ENSG00000120451
245,ENSG00000147874
246,ENSG00000038358
247,ENSG00000152683
248,ENSG00000168904
249,ENSG00000196235
250,ENSG00000198010
251,ENSG00000139842
252,ENSG00000169689
253,ENSG00000100105
254,ENSG00000119471
255,ENSG00000110367
256,ENSG00000177542
257,ENSG00000158055
258,ENSG00000141696
259,ENSG00000157870
260,ENSG00000185730
261,ENSG00000008517
262,ENSG00000150625
263,ENSG00000197353
264,ENSG00000124143
265,ENSG00000101974
266,ENSG00000101337
267,ENSG00000110169
268,ENSG00000126226
269,ENSG00000159348
270,ENSG00000156299
271,ENSG00000138802
272,ENSG00000144228
273,ENSG00000162927
274,ENSG00000127311
275,ENSG00000164117
276,ENSG00000100888
277,ENSG00000021826
278,ENSG00000104960
279,ENSG00000197165
280,ENSG00000185201
281,ENSG00000161243
282,ENSG00000197969
283,ENSG00000107282
284,ENSG00000114790
285,ENSG00000138942
286,ENSG00000178386
287,ENSG00000133026
288,ENSG00000105829
289,ENSG00000165591
290,ENSG00000178922
291,ENSG00000198087
292,ENSG00000173638
293,ENSG00000163586
294,ENSG00000168874
295,ENSG00000173581
296,ENSG00000136872
297,ENSG00000107262
298,ENSG00000157303
299,ENSG00000124092
300,ENSG00000186522
301,ENSG00000125124
302,ENSG00000059691
303,ENSG00000151445
304,ENSG00000114019
305,ENSG00000177570
306,ENSG00000148943
307,ENSG00000125148
308,ENSG00000184925
309,ENSG00000155330
310,ENSG00000168906
311,ENSG00000108375
312,ENSG00000067369
313,ENSG00000034693
314,ENSG00000100129
315,ENSG00000135220
316,ENSG00000140320
317,ENSG00000020129
318,ENSG00000141499
319,ENSG00000184470
320,ENSG00000105894
321,ENSG00000103035
322,ENSG00000151892
323,ENSG00000123444
324,ENSG00000154370
325,ENSG00000089048
326,ENSG00000135324
327,ENSG00000184787
328,ENSG00000088386
329,ENSG00000068079
330,ENSG00000008869
331,ENSG00000122299
332,ENSG00000089177
333,ENSG00000168066
334,ENSG00000099889
335,ENSG00000143862
336,ENSG00000136895
337,ENSG00000145439
338,ENSG00000134240
339,ENSG00000129347
340,ENSG00000120063
341,ENSG00000114779
342,ENSG00000117984
343,ENSG00000167721
344,ENSG00000140992
345,ENSG00000130649
346,ENSG00000167996
347,ENSG00000120709
348,ENSG00000173349
349,ENSG00000115109
350,ENSG00000046651
351,ENSG00000105325
352,ENSG00000136243
353,ENSG00000198873
354,ENSG00000105258
355,ENSG00000259417
356,ENSG00000168679
357,ENSG00000158417
358,ENSG00000221983
359,ENSG00000154928
360,ENSG00000109971
361,ENSG00000107862
362,ENSG00000177943
363,ENSG00000126804
364,ENSG00000186951
365,ENSG00000176108
366,ENSG00000108602
367,ENSG00000163218
368,ENSG00000128607
369,ENSG00000134962
370,ENSG00000132623
371,ENSG00000151729
372,ENSG00000153406
373,ENSG00000121410
374,ENSG00000186654
375,ENSG00000115486
376,ENSG00000155876
377,ENSG00000092108
378,ENSG00000099999
379,ENSG00000111726
380,ENSG00000177200
381,ENSG00000162430
382,ENSG00000091947
383,ENSG00000196660
384,ENSG00000144278
385,ENSG00000139433
386,ENSG00000074356
387,ENSG00000153767
388,ENSG00000175513
389,ENSG00000148384
390,ENSG00000277893
391,ENSG00000126821
392,ENSG00000158104
393,ENSG00000052126
394,ENSG00000157429
395,ENSG00000154263
396,ENSG00000162543
397,ENSG00000131127
398,ENSG00000167359
399,ENSG00000172379
400,ENSG00000100528
401,ENSG00000091513
402,ENSG00000112739
403,ENSG00000158125
404,ENSG00000135744
405,ENSG00000135404
406,ENSG00000116661
407,ENSG00000154889
408,ENSG00000116273
409,ENSG00000119638
410,ENSG00000071462
411,ENSG00000174775
412,ENSG00000019102
413,ENSG00000178982
414,ENSG00000109670
415,ENSG00000113391
416,ENSG00000140749
417,ENSG00000134363
418,ENSG00000102100
419,ENSG00000165716
420,ENSG00000121680
421,ENSG00000129219
422,ENSG00000131669
423,ENSG00000163106
424,ENSG00000055955
425,ENSG00000154710
426,ENSG00000135069
427,ENSG00000206418
428,ENSG00000165272
429,ENSG00000054116
430,ENSG00000143742
431,ENSG00000068654
432,ENSG00000214562
433,ENSG00000112530
434,ENSG00000136052
435,ENSG00000076351
436,ENSG00000181588
437,ENSG00000105519
438,ENSG00000130856
439,ENSG00000263001
440,ENSG00000140688
441,ENSG00000112578
442,ENSG00000130881
443,ENSG00000104870
444,ENSG00000132376
445,ENSG00000171903
446,ENSG00000181392
447,ENSG00000127952
448,ENSG00000122873
449,ENSG00000177106
450,ENSG00000125304
451,ENSG00000197782
452,ENSG00000091583
453,ENSG00000213462
454,ENSG00000165923
455,ENSG00000001629
456,ENSG00000217930
457,ENSG00000119684
458,ENSG00000174004
459,ENSG00000151655
460,ENSG00000120008
461,ENSG00000197329
462,ENSG00000163001
463,ENSG00000089486
464,ENSG00000196470
465,ENSG00000213096
466,ENSG00000205084
467,ENSG00000172663
468,ENSG00000164053
469,ENSG00000167658
470,ENSG00000103528
471,ENSG00000196150
472,ENSG00000134760
473,ENSG00000115363
474,ENSG00000197746
475,ENSG00000112282
476,ENSG00000128573
477,ENSG00000021461
478,ENSG00000198876
479,ENSG00000184979
480,ENSG00000248483
481,ENSG00000100592
482,ENSG00000231852
483,ENSG00000123454
484,ENSG00000135316
485,ENSG00000175899
486,ENSG00000067606
487,ENSG00000196199
488,ENSG00000154274
489,ENSG00000076864
490,ENSG00000103326
491,ENSG00000111364
492,ENSG00000148219
493,ENSG00000145216
494,ENSG00000182327
495,ENSG00000197062
496,ENSG00000156232
497,ENSG00000172482
498,ENSG00000140153
499,ENSG00000198382
500,ENSG00000164707
501,ENSG00000133422
502,ENSG00000125356
503,ENSG00000105298
504,ENSG00000187187
505,ENSG00000183309
506,ENSG00000118503
507,ENSG00000175482
508,ENSG00000171311
509,ENSG00000281991
510,ENSG00000081721
511,ENSG00000100294
512,ENSG00000144199
513,ENSG00000159921
514,ENSG00000148584
515,ENSG00000170271
516,ENSG00000109689
517,ENSG00000104522
518,ENSG00000242110
519,ENSG00000187634
520,ENSG00000137449
521,ENSG00000180113
522,ENSG00000135898
523,ENSG00000215915
524,ENSG00000170917
525,ENSG00000113119
526,ENSG00000154832
527,ENSG00000160325
528,ENSG00000255112
529,ENSG00000160862
530,ENSG00000151726
531,ENSG00000137522
532,ENSG00000161558
533,ENSG00000174327
534,ENSG00000173210
535,ENSG00000197061
536,ENSG00000004534
537,ENSG00000130772
538,ENSG00000183520
539,ENSG00000162572
540,ENSG00000159433
541,ENSG00000213160
542,ENSG00000180767
543,ENSG00000182179
544,ENSG00000112096
545,ENSG00000164695
546,ENSG00000060709
547,ENSG00000183172
548,ENSG00000095713
549,ENSG00000184307
550,ENSG00000278535
551,ENSG00000150456
552,ENSG00000179627
553,ENSG00000147099
554,ENSG00000130734
555,ENSG00000167978
556,ENSG00000163655
557,ENSG00000164626
558,ENSG00000102096
559,ENSG00000152193
560,ENSG00000175166
561,ENSG00000111266
562,ENSG00000197183
563,ENSG00000009413
564,ENSG00000142949
565,ENSG00000065491
566,ENSG00000126790
567,ENSG00000156521
568,ENSG00000138698
569,ENSG00000166510
570,ENSG00000116771
571,ENSG00000019582
572,ENSG00000221909
